10	180164
10.1617	177067
10.3261	174024
10.4931	171032
10.6628	168092
10.8353	165203
11.0106	162076
11.1886	156887
11.3696	151866
11.5535	147005
11.7404	142300
11.9303	134883
12.1232	127138
12.3193	119840
12.5186	112960
12.721	106474
12.9268	100362
13.1359	92881.8
13.3483	85656.9
13.5642	75970.3
13.7836	63360.8
14.0066	53477.3
14.2331	45414.9
14.4633	38419.3
14.6973	31759.1
14.935	26301.9
15.1765	23833.6
15.422	21597.8
15.6714	19571.4
15.9249	17916.9
16.1825	16408.1
16.4442	15926.1
16.7102	15610.7
16.9805	15302.4
17.2551	15486.7
17.5342	15673.1
17.8178	15861.8
18.106	16287.1
18.3989	17566.4
18.6964	18947.1
18.9988	21337
19.3061	24761.3
19.6184	28053.3
19.9357	30369.5
20.2582	32876.6
20.5858	34829
20.9188	36118.8
21.2571	37456.8
21.6009	37691.8
21.9503	37369.5
22.3053	37049.9
22.6661	36733.1
23.0327	36419.1
23.4053	35826.5
23.7838	35017.7
24.1685	34227.4
24.5594	33455.1
24.9566	33041.6
25.3603	33222.4
25.7705	33404.1
26.1873	33587.1
26.6109	33770.9
27.0413	33955.8
27.4786	34262.4
27.9231	34867.6
28.3747	35483.6
28.8337	36110.5
29.3	36748.4
29.7739	37397.8
30.2555	38058.3
30.7449	38730.5
31.2421	39415.1
31.7475	40117.8
32.2609	40843.4
32.7827	41581.9
33.313	42333.7
33.8518	43099.2
34.3993	43878.5
34.9557	44671.8
35.5211	45479.6
36.0956	46302.1
36.6794	47139.2
37.2727	47991.5
37.8755	48859.4
38.4882	49441
39.1107	49973.9
39.7433	50512.8
40.3861	51057
41.0393	51607.4
41.7031	52163.7
42.3776	52725.9
43.063	53294.2
43.7595	53868.7
44.4673	54449.3
45.1865	55036.3
45.9174	55550.5
46.66	55868.2
47.4147	56187.3
48.1816	56508.4
48.9609	56831.2
49.7528	57156.1
50.5576	57482.4
51.3753	57810.9
52.2062	58141.3
53.0506	58473.6
53.9087	58807.6
54.7806	59090.9
55.6667	59365.9
56.567	59642.4
57.482	59920
58.4117	60199
59.3564	60479.3
60.3165	60760.8
61.2921	61043.8
62.2834	61328
63.2908	61613.5
64.3145	61680
65.3547	61689.7
66.4118	61699.4
67.4859	61709
68.5775	61718.7
69.6867	61728.3
70.8138	61737.9
71.9592	61747.6
73.123	61742.3
74.3057	61564.2
75.5076	61386.4
76.7289	61209.2
77.9699	61032.5
79.231	60856.4
80.5125	60680.7
81.8147	60505.6
83.138	60331
84.4827	60250.5
85.8492	60206.3
87.2377	60162.1
88.6487	60117.9
90.0825	60073.8
91.5395	60029.7
93.0201	59985.7
94.5247	59961.5
96.0535	60000
97.6071	60081.9
99.1858	60164
100.79	60246.2
102.42	60328.6
104.077	60410.7
105.76	60493.7
107.471	60575.6
109.209	60658.8
110.975	60742
112.77	60824.6
114.594	60488.4
116.448	60122
118.331	59757.8
120.245	59395.8
122.19	59035.7
124.166	58678.4
126.175	58322.5
128.215	57969.6
130.289	57618.5
132.397	57269.2
134.538	56922.1
136.714	56577.6
138.925	56234.8
141.172	55602.2
143.456	54824
145.776	54057
148.134	53300.5
150.53	52554.7
152.964	51819.3
155.439	51094.2
157.953	50379.2
160.507	49674.3
163.103	48979.1
165.742	48293.8
168.422	47618
171.146	46951.7
173.915	46294.6
176.727	45646.9
179.586	44988.5
182.491	44214.3
185.442	43453.2
188.442	42705.6
191.49	41970.7
194.587	41248.4
197.734	40538.7
200.932	39840.9
204.182	39155.3
207.485	38481.5
210.84	37819.2
214.251	37168.5
217.716	36528.7
221.237	35900
224.816	35282.2
228.452	34675.2
232.147	34078.5
235.902	33491.9
239.717	32915.5
243.595	32349.2
247.535	31792.4
251.538	31157
255.607	30458.1
259.741	29775.1
263.942	29107.2
268.211	28454.5
272.549	27816.2
276.957	27192.4
281.437	26582.5
285.989	25986.3
290.615	25403.5
295.315	24833.6
300.092	24276.6
304.945	23732.3
309.878	23199.9
314.89	22555.2
319.983	21889.4
325.158	21243
330.418	20615.8
335.762	20007.3
341.192	19416.4
346.711	18843.3
352.319	18286.9
358.017	17747
363.808	17223.1
369.692	16714.5
375.672	16221
381.748	15742.1
387.922	15277.3
394.197	14824.9
400.573	14343.4
407.052	13877.5
413.635	13426.7
420.326	12990.6
427.124	12568.7
434.032	12160.5
441.052	11765.5
448.186	11383.3
455.435	11013.6
462.802	10655.9
470.287	10309.8
477.894	9974.91
485.623	9650.9
493.478	9337.44
501.459	9034.16
509.57	8740.73
517.812	8456.84
526.187	8182.15
534.698	7892.42
543.346	7611.43
552.134	7340.46
561.065	7079.16
570.14	6827.12
579.361	6584.07
588.732	6349.69
598.254	6123.64
607.93	5905.63
617.763	5695.39
627.755	5492.64
637.909	5297.09
648.226	5108.52
658.711	4926.66
669.365	4751.26
680.191	4551.89
691.193	4347.39
702.372	4152.06
713.733	3965.53
725.277	3787.37
737.008	3617.21
748.928	3454.69
761.042	3299.49
773.351	3151.24
785.859	3009.67
798.57	2874.45
811.486	2745.31
824.611	2640.47
837.949	2543.09
851.502	2448.98
865.274	2357.89
879.269	2269.76
893.491	2185.05
907.942	2103.45
922.628	2024.85
937.551	1949.46
952.715	1876.9
968.124	1807.07
983.783	1739.86
999.695	1675.45
1015.86	1613.71
1032.29	1556.65
1048.99	1501.38
1065.96	1447.81
1083.2	1396.12
1100.72	1346.27
1118.52	8423.33
1136.61	8205.15
1155	7992.59
1173.68	7785.57
1192.66	7583.86
1211.95	7387.4
1231.55	7196.01
1251.47	7010.2
1271.72	6829.27
1292.28	6652.95
1313.19	7186.2
1334.43	6907.78
1356.01	6640.08
1377.94	6382.83
1400.23	6135.53
1422.88	5897.84
1445.89	5669.24
1469.28	5449.64
1493.04	5238.58
1517.19	5036.15
1541.73	4841.53
1566.67	4654.47
1592.01	4474.62
1617.76	4301.74
1643.92	4135.52
1670.51	3975.73
1697.53	3822.12
1724.99	3674.46
1752.89	3529.76
1781.24	3389.92
1810.05	3254.97
1839.32	3125.35
1869.07	3000.9
1899.3	2881.39
1930.02	2766.68
1961.24	2656.55
1992.96	2550.78
2025.2	2450.35
2057.95	2351.75
2091.24	2256.83
2125.06	2165.65
2159.43	2077.98
2194.36	1993.64
2229.85	1912.65
2265.92	1834.78
2302.57	1760
2339.81	1688.12
2377.66	1619.06
2416.11	1552.77
2455.19	1489.08
2494.9	1427.95
2535.26	1369.24
2576.26	1312.83
2617.93	1258.72
2660.27	1206.78
2703.3	1156.89
2747.03	1109.02
2791.46	1063.12
2836.61	1018.98
2882.49	976.724
2929.11	936.143
2976.48	897.208
3024.63	859.865
3073.55	824.043
3123.26	789.676
3173.78	756.717
3225.11	725.11
3277.27	694.79
3330.28	665.717
3384.15	637.843
3438.88	611.108
3494.5	585.477
3551.02	560.901
3608.46	537.342
3666.82	514.752
3726.13	493.108
3786.4	472.345
3847.64	452.447
3909.87	433.379
3973.11	415.1
4037.37	397.58
4102.68	380.786
4169.03	364.687
4236.46	349.26
4304.99	334.485
4374.62	320.317
4445.37	306.739
4517.27	293.735
4590.34	281.27
4664.58	269.323
4740.03	257.878
4816.69	246.911
4894.6	236.405
4973.77	226.338
5054.21	216.691
5135.96	207.45
5219.03	198.597
5303.44	190.107
5389.22	181.984
5476.39	174.193
5564.97	166.739
5654.98	159.59
5746.44	152.749
5839.38	146.189
5933.83	139.909
6029.81	133.89
6127.33	128.129
6226.44	122.608
6327.15	117.318
6429.48	112.251
6533.48	107.394
6639.15	102.745
6746.53	98.294
6855.65	94.0285
6966.54	89.9434
7079.22	86.0302
7193.72	82.2821
7310.07	78.693
7428.31	75.255
7548.45	71.962
7670.54	68.8082
7794.61	65.7884
7920.68	62.8951
8048.79	60.1244
8178.97	57.4709
8311.26	54.9298
8445.69	52.4974
8582.29	50.1658
8721.11	47.9339
8862.16	45.7968
9005.5	43.75
9151.16	41.7906
9299.17	39.9137
9449.58	38.1159
9602.42	36.3949
9757.73	34.748
9915.55	33.1709
10075.9	31.6599
10238.9	30.2136
10404.5	222.409
10572.8	213.728
10743.8	205.343
10917.6	197.251
11094.2	189.441
11273.6	181.905
11455.9	174.639
11641.2	167.636
11829.5	160.886
12020.8	154.382
12215.3	148.12
12412.9	142.087
12613.6	136.283
12817.6	130.695
13025	125.321
13235.6	120.148
13449.7	115.176
13667.2	110.394
13888.3	105.799
14112.9	101.381
14341.2	97.1378
14573.1	93.06
14808.9	89.1447
15048.4	85.3839
15291.8	81.7729
15539.1	78.3066
15790.4	74.9792
16045.8	71.7864
16305.4	68.7237
16569.1	65.7844
16837.1	62.9656
17109.4	60.2616
17386.1	57.6691
17667.4	55.1838
17953.1	52.8001
18243.5	50.5158
18538.6	48.3267
18838.4	46.2285
19143.1	44.2181
19452.7	42.2918
19767.4	40.4471
20087.1	38.6796
20412	36.9865
20742.1	35.3654
21077.6	33.813
21418.5	32.3266
21765	30.9038
22117	29.5417
22474.7	28.2376
22838.2	26.9896
23207.6	25.7953
23583	24.6524
23964.4	23.5587
24352	22.5123
24745.9	21.5113
25146.1	20.5537
25552.9	19.6376
25966.2	18.7614
26386.1	17.9233
26812.9	17.1219
27246.6	16.3555
27687.3	15.6226
28135.1	14.9219
28590.2	14.252
29052.6	13.6114
29522.5	12.9991
30000	12.4138
